scenario_id,scenario_name,work_role,work_role_name,category,covered_techniques,total_techniques,technique_coverage,covered_tasks,total_candidate_tasks,task_coverage,mean_mapping_score,max_mapping_score,mean_technique_similarity,mean_tactic_similarity,mean_mitigation_similarity,semantic_evidence,role_score,role_score_norm,score_column_used
RANSOMWARE,Ransomware,DD-WRL-004,"Responsible for the secure design, development, and testing of systems and the evaluation of system security throughout the systems development life cycle.",DD,34,86,0.3953488372093023,9,148,0.060810810810810814,0.3699735294117647,0.4324,0.37037450980392156,0.3215078431372549,0.35044888888888887,0.1462686046511628,0.2957167441860465,0.48800989235691083,similarity_score
RANSOMWARE,Ransomware,OG-WRL-013,"Responsible for operating an information system at an acceptable level of risk to organizational operations, organizational assets, individuals, other organizations, and the nation.",OG,32,86,0.37209302325581395,1,148,0.006756756756756757,0.380459375,0.4715,0.374925,0.430284375,0.40155517241379307,0.14156627906976743,0.27988232558139536,0.4618789644648856,similarity_score
RANSOMWARE,Ransomware,IN-WRL-002,"Responsible for identifying, collecting, examining, and preserving digital evidence using controlled and documented analytical and investigative techniques.",IN,31,86,0.36046511627906974,14,148,0.0945945945945946,0.3940451612903226,0.4985,0.3988169811320755,0.28292641509433963,0.276075,0.14203953488372092,0.2730948837209302,0.4506779119819715,similarity_score
RANSOMWARE,Ransomware,PD-WRL-007,"Responsible for assessing systems and networks to identify deviations from acceptable configurations, enclave policy, or local policy. Measure effectiveness of defense-in-depth architecture against known vulnerabilities.",PD,30,86,0.3488372093023256,4,148,0.02702702702702703,0.3865733333333334,0.4567,0.3842470588235294,0.39365,0.37520000000000003,0.13485116279069767,0.2632427906976744,0.4344193843527599,similarity_score
RANSOMWARE,Ransomware,DD-WRL-005,"Responsible for analyzing the security of new or existing computer applications, software, or specialized utility programs and delivering actionable results.",DD,29,86,0.3372093023255814,8,148,0.05405405405405406,0.3750793103448276,0.4695,0.3761212121212121,0.36467272727272726,0.35163225806451615,0.12648023255813953,0.25291767441860463,0.41738024476061236,similarity_score
RANSOMWARE,Ransomware,DD-WRL-003,"Responsible for developing, creating, modifying, and maintaining computer applications, software, or specialized utility programs.",DD,26,86,0.3023255813953488,9,148,0.060810810810810814,0.3728230769230769,0.4695,0.37601333333333337,0.3436766666666667,0.334951724137931,0.1127139534883721,0.22648093023255814,0.37375270949875045,similarity_score
RANSOMWARE,Ransomware,PD-WRL-003,"Responsible for investigating, analyzing, and responding to network cybersecurity incidents.",PD,24,86,0.27906976744186046,6,148,0.04054054054054054,0.37424999999999997,0.4405,0.3750178571428572,0.32365000000000005,0.33366538461538464,0.10444186046511628,0.2092186046511628,0.34526536201359515,similarity_score
RANSOMWARE,Ransomware,DD-WRL-001,"Responsible for ensuring that security requirements are adequately addressed in all aspects of enterprise architecture, including reference models, segment and solution architectures, and the resulting systems that protect and support organizational mission and business processes.",DD,20,86,0.23255813953488372,6,148,0.04054054054054054,0.37282000000000004,0.4393,0.3775931034482759,0.3305241379310345,0.3631653846153846,0.08670232558139536,0.17421581395348837,0.28750161188310935,similarity_score
RANSOMWARE,Ransomware,OG-WRL-001,Responsible for managing the Communications Security (COMSEC) resources of an organization.,OG,20,86,0.23255813953488372,5,148,0.033783783783783786,0.36191,0.4545,0.360696,0.38358400000000004,0.35878695652173914,0.08416511627906977,0.17320093023255814,0.28582678857620064,similarity_score
RANSOMWARE,Ransomware,DD-WRL-002,"Responsible for developing and maintaining business, systems, and information processes to support enterprise mission needs. Develops technology rules and requirements that describe baseline and target architectures.",DD,19,86,0.22093023255813954,5,148,0.033783783783783786,0.37241052631578947,0.4393,0.37716428571428573,0.33165000000000006,0.36125599999999997,0.08227674418604651,0.16546883720930233,0.273066814857571,similarity_score
